Bike Name,Price,Model Year,Mileage,City
Chinese Bikes Other  2025 ,PKR 2.48 lacs,2025,1 km,Rawalpindi
Chinese Bikes Other  2025 ,PKR 2.48 lacs,2025,1 km,Rawalpindi
United US 100  2025 ,PKR 2.74 lacs,2025,1 km,Lahore
Crown T20  2025 ,PKR 1.8 lacs,2025,1 km,Lahore
Metro T9  2025 ,PKR 1.69 lacs,2025,1 km,Lahore
Metro A7  2025 ,PKR 2.89 lacs,2025,1 km,Lahore
Honda CB 125F  2024 ,PKR 3.75 lacs,2024,"4,400 km",Islamabad
Honda CD 100 Euro 2  2022 ,PKR 1.42 lacs,2022,"53,000 km",Karachi
Honda CG 125  2023 ,PKR 1.85 lacs,2023,"12,000 km",Karachi
Road Prince 70 Passion Plus  2023 ,"PKR 45,000",2023,"22,000 km",Lahore
Hi Speed Infinity 150  2021 ,PKR 2.7 lacs,2021,"108,076 km",Rawalpindi
Honda CG 125  2023 ,PKR 2.1 lacs,2023,"15,000 km",Rawalpindi
Honda CG 125  2018 ,PKR 1.55 lacs,2018,"24,333 km",Faisalabad
Union Star US 70cc  2023 ,"PKR 90,000",2023,"15,000 km",Rawalpindi
Super Power SP 70  2019 ,"PKR 53,000",2019,"10,000 km",Karachi
Super Power SP 70  2016 ,"PKR 60,000",2016,"10,000 km",Karachi
Honda Gold Wing  1997 ,PKR 30 lacs,1997,"8,328 km",Lahore
Honda CD 70  2020 ,"PKR 90,000",2020,"200,000 km",Bhalwal
United US 70  2022 ,"PKR 85,000",2022,"10,000 km",Peshawar
Honda Pridor  2017 ,PKR 1.1 lacs,2017,"494,260 km",Sargodha
Super Star CD 70  2016 ,"PKR 46,500",2016,"10,000 km",Karachi
Honda Pridor  2021 ,PKR 1.25 lacs,2021,"43,000 km",Khanewal
Honda CD 70  2020 ,PKR 1.2 lacs,2020,"26,000 km",Attock
Honda CB 150F  2018 ,PKR 2.75 lacs,2018,"15,000 km",Karachi
Honda CG 125  2021 ,"PKR 84,999",2021,"1,004 km",Lahore
Union Star US 70cc  2021 ,"PKR 65,000",2021,"10,000 km",Karachi
Suzuki GS 150  2015 ,PKR 1.6 lacs,2015,"50,000 km",Sadiqabad
Honda CD 70  2021 ,PKR 1.1 lacs,2021,"7,000 km",Gujranwala
United US 70  2019 ,"PKR 42,500",2019,"10,000 km",Islamabad
Honda CG 125  2019 ,PKR 1.49 lacs,2019,"10,000 km",Lahore
Honda CG 125  2016 ,PKR 1 lacs,2016,"25,000 km",Karachi
Yamaha YD-100 Junoon  2011 ,"PKR 62,000",2011,"20,000 km",Multan
Honda CB 250F  2018 ,PKR 10.5 lacs,2018,"9,000 km",Multan
Honda CB 125F  2024 ,PKR 3.45 lacs,2024,"5,230 km",Lahore
Yamaha YBR 125G  2021 ,PKR 3.15 lacs,2021,"33,000 km",Layyah
Benelli 302 R  2018 ,PKR 8.3 lacs,2018,"24,000 km",Lahore
Honda CB 150F  2024 ,PKR 4.6 lacs,2024,"10,000 km",Sargodha
Yamaha YBR 125  2019 ,PKR 2.7 lacs,2019,"30,000 km",Quetta
Zongshen 400  2025 ,PKR 13.75 lacs,2025,2 km,Lahore
Benelli TRK 251  2021 ,PKR 13.7 lacs,2021,"11,500 km",Faisalabad
Suzuki GR 150  2024 ,PKR 4.9 lacs,2024,"5,676 km",Lahore
Benelli TRK 251  2023 ,PKR 15.5 lacs,2023,"6,000 km",Lahore
FUEGO TEKKEN 250  2020 ,PKR 6.25 lacs,2020,"15,000 km",Lahore
NPTC Desire EV GO PLUS  2023 ,PKR 2.25 lacs,2023,"1,285 km",Islamabad
Honda CG 125  2021 ,PKR 1.65 lacs,2021,"29,690 km",Lahore
Honda CD 70  2019 ,"PKR 95,000",2019,"63,603 km",Rawalpindi
Honda Pridor  2019 ,PKR 1.1 lacs,2019,"35,000 km",Kharian
Honda CB 125F  2021 ,PKR 3 lacs,2021,"7,000 km",Rawalpindi
Pak Hero RF 70  2010 ,"PKR 31,000",2010,"10,000 km",Islamabad
Pak Hero RF 70  2004 ,"PKR 32,000",2004,"50,000 km",Karachi
Unique Xtreme UD 70  2010 ,"PKR 45,000",2010,"10,000 km",Karachi
Honda Pridor  2023 ,PKR 1.4 lacs,2023,"10,000 km",Karachi
Super Power SP 70  2019 ,"PKR 50,000",2019,"10,000 km",Karachi
Honda CD 70  2021 ,"PKR 70,000",2021,"20,000 km",Haripur
United US 125 Euro II  2018 ,PKR 1 lacs,2018,"10,000 km",Haripur
Honda CD 70  1985 ,"PKR 40,000",1985,"20,000 km",Wah cantt
Honda CD 70 Dream  2025 ,PKR 1.65 lacs,2025,"1,800 km",Islamabad
Hi Speed CDI SR-70CC EURO-2  2021 ,"PKR 45,000",2021,"100,000 km",Karachi
Suzuki GS 150 SE  2022 ,PKR 3.56 lacs,2022,"11,000 km",Karachi
Honda CG 125 Deluxe  2012 ,PKR 1.55 lacs,2012,"45,000 km",Burewala
Honda CG 125  2009 ,PKR 1.35 lacs,2009,"11,000 km",Rawalpindi
Honda CD 70  2023 ,PKR 1.35 lacs,2023,"16,000 km",Lahore
Yamaha YB 125Z   2018 ,PKR 2.15 lacs,2018,"12,000 km",Karachi
Honda CG 125  2022 ,PKR 1.9 lacs,2022,"7,770 km",Hazro
Honda CG 125  2016 ,PKR 1.3 lacs,2016,"10,000 km",Islamabad
Yamaha  YZ125  2022 ,PKR 3.7 lacs,2022,"28,000 km",Karachi
Honda CD 70  2024 ,PKR 1.4 lacs,2024,"16,000 km",Faisalabad
Safari SD 70  2012 ,"PKR 37,000",2012,"25,000 km",Jhelum
Honda CG 125  2008 ,PKR 1.2 lacs,2008,"2,000 km",Lahore
Honda Gold Wing  2019 ,Call,2019,"12,994 km",Lahore
Benelli TNT 25   2017 ,PKR 8 lacs,2017,"12,000 km",Lahore
Suzuki GS750  1983 ,PKR 12 lacs,1983,300 km,Karachi
Yamaha Other  2020 ,PKR 2.1 lacs,2020,"54,000 km",Faisalabad
Honda CBR 1000RR  2009 ,PKR 28.5 lacs,2009,"23,000 km",Lahore
Honda CBR 1000RR  2013 ,PKR 42 lacs,2013,"10,000 km",Multan
Honda CBR 1000RR  2017 ,PKR 62 lacs,2017,"9,300 km",Multan
Benelli TRK 502X  2021 ,Call,2021,640 km,Lahore
Yamaha YZF-R6  2017 ,Call,2017,"14,880 km",Lahore
BMW R NINE T  2018 ,Call,2018,"6,000 km",Lahore
Kawasaki Ninja ZX-14  2010 ,Call,2010,"10,300 km",Lahore
Taro GP 2  2025 ,PKR 8.25 lacs,2025,1 km,Rawalpindi
Honda CD 70  2021 ,"PKR 90,000",2021,"30,000 km",Lahore
Yamaha YBR 125G  2023 ,PKR 3.9 lacs,2023,"15,000 km",Lahore
Honda CG 125  2017 ,PKR 1.3 lacs,2017,"10,000 km",Lahore
Honda CD 70  2013 ,"PKR 80,000",2013,"2,200 km",Gujrat
Road Prince 70 Passion Plus  2021 ,"PKR 65,000",2021,"3,000 km",Lahore
Honda CG 125  2014 ,PKR 1 lacs,2014,"20,000 km",Kamalia
Yamaha YBR 125  2017 ,PKR 2.6 lacs,2017,"10,000 km",Jhelum
Honda CG 125  2022 ,PKR 1.9 lacs,2022,"11,920 km",Rawalpindi
United US Scooty 100  2025 ,PKR 2.05 lacs,2025,1 km,Islamabad
Honda CD 70  2024 ,PKR 1.5 lacs,2024,"168,562 km",Lahore
Metro T9  2025 ,PKR 2.3 lacs,2025,1 km,Rawalpindi
Honda Pridor  2023 ,PKR 1.7 lacs,2023,"130,000 km",Lahore
Yadea Ruibin  2025 ,PKR 1.55 lacs,2025,1 km,Rawalpindi
Evee S1  2025 ,PKR 1.55 lacs,2025,1 km,Islamabad
Yamaha ATV Blaster  2025 ,PKR 1.65 lacs,2025,1 km,Rawalpindi
Evee Mito  2025 ,PKR 1.5 lacs,2025,"2,000 km",Swabi
Evee Nisa  2025 ,PKR 1.1 lacs,2025,1 km,Rawalpindi
Honda CD 70  2021 ,PKR 1.12 lacs,2021,"30,000 km",Mandi bahauddin
Yadea Epoc-H  2025 ,PKR 1.69 lacs,2025,1 km,Rawalpindi
Honda CG 125  2017 ,PKR 1.8 lacs,2017,"9,000 km",Karachi
Honda CG 125  2011 ,PKR 1.12 lacs,2011,"48,000 km",Multan
Suzuki GZ250  2011 ,PKR 1.85 lacs,2011,"21,000 km",Rawalpindi
Chinese Bikes Other  2025 ,PKR 1.95 lacs,2025,1 km,Rawalpindi
Honda CG 125  2025 ,PKR 2.9 lacs,2025,"2,000 km",Lahore
Yadea GT30  2025 ,PKR 1.89 lacs,2025,1 km,Islamabad
Lifan K29  2025 ,PKR 9.95 lacs,2025,1 km,Lahore
Hi Speed Infinity 150  2025 ,PKR 4.2 lacs,2025,1 km,Rawalpindi
Honda CG 125  2025 ,PKR 2.3 lacs,2025,"1,400 km",Bahawalpur
New Asia Ramza Z3  2025 ,PKR 1.15 lacs,2025,1 km,Rawalpindi
United EV Bullet  2025 ,PKR 2.85 lacs,2025,1 km,Rawalpindi
Honda Pridor  2014 ,"PKR 85,000",2014,"87,000 km",Abbottabad
United US 100  2018 ,PKR 1.6 lacs,2018,"50,000 km",Kharian
Harley Davidson Sportster Forty-Eight  2015 ,PKR 38.55 lacs,2015,"14,500 km",Karachi
BMW F 850 GS  2019 ,PKR 75 lacs,2019,"21,000 km",Quetta
Chinese Bikes OW Ninja 400cc  2021 ,PKR 7.5 lacs,2021,70 km,Multan
Yamaha YBR 125  2024 ,PKR 4 lacs,2024,"5,000 km",Karachi
Harley Davidson Iron 883  2023 ,PKR 8.4 lacs,2023,"3,000 km",Karachi
Yadea Ruibin  2025 ,PKR 2.04 lacs,2025,1 km,Rawalpindi
Honda CB 125F  2022 ,PKR 2.55 lacs,2022,"17,400 km",Karachi
United US 70  2019 ,"PKR 42,500",2019,"200,000 km",Islamabad
Harley Davidson Street Bob  2015 ,PKR 26 lacs,2015,"21,000 km",Rawalpindi
Yamaha YZF-R6  2016 ,PKR 37 lacs,2016,"14,000 km",Sialkot
Honda CG 125 Special Edition  2023 ,PKR 2.6 lacs,2023,"8,365 km",Bahawalpur
Honda CB 150F  2023 ,PKR 3.9 lacs,2023,"11,000 km",Peshawar
Yamaha YBR 125G  2007 ,PKR 1.99 lacs,2007,"27,000 km",Lahore
Honda CD 70  2023 ,PKR 1.35 lacs,2023,"15,000 km",Lahore
Hi Speed Infinity 150  2021 ,PKR 2.2 lacs,2021,"25,000 km",Islamabad
Honda CD 70  2017 ,"PKR 85,000",2017,"200,000 km",Lahore
United US 70  2024 ,"PKR 76,000",2024,"13,000 km",Faisalabad
Honda CD 70  2018 ,"PKR 72,000",2018,"28,000 km",Sahiwal
United US 70  2022 ,"PKR 50,000",2022,"7,181 km",Jauharabad
Honda CD 70  2014 ,"PKR 40,000",2014,"5,000 km",Abbottabad
Honda CG 125  2023 ,PKR 1.85 lacs,2023,"8,000 km",Islamabad
Road Prince 150 Wego  2019 ,PKR 2.25 lacs,2019,"12,500 km",Rawalpindi
Honda CD 70  2007 ,"PKR 68,000",2007,"34,000 km",Lahore
Honda CD 70  2003 ,"PKR 47,000",2003,"15,000 km",Karachi
Yamaha YBR 125  2020 ,PKR 2.45 lacs,2020,"46,000 km",Karachi
Yamaha YZF-R6  2017 ,PKR 49 lacs,2017,"8,000 km",Islamabad
Honda CG 125  2024 ,PKR 2 lacs,2024,"10,000 km",Sahiwal
Honda Pridor  2025 ,PKR 2.1 lacs,2025,"5,200 km",Okara
Honda CG 125  2025 ,PKR 2.9 lacs,2025,"2,800 km",Attock
United US 70  2018 ,"PKR 55,000",2018,"10,000 km",Karachi
Ducati GT 1000  2025 ,PKR 6.85 lacs,2025,1 km,Karachi
Yamaha YBR 125G  2024 ,PKR 4.35 lacs,2024,"9,500 km",Rawalpindi
Kawasaki Ninja ZX-10R  2019 ,PKR 5 lacs,2019,"40,000 km",Karachi
Yamaha YBR 125G  2023 ,PKR 3.77 lacs,2023,"13,000 km",Rawalpindi
Hi Speed SR 200  2025 ,PKR 5.7 lacs,2025,"3,100 km",Bahawalpur
Aprilia Other  2025 ,PKR 10.5 lacs,2025,150 km,Lahore
FUEGO TEKKEN 250  2023 ,PKR 8.25 lacs,2023,"7,500 km",Lahore
Taro GP One 380cc  2025 ,PKR 14.5 lacs,2025,1 km,Lahore
Lifan KP Master 200  2025 ,PKR 8.25 lacs,2025,1 km,Lahore
Hi Speed Cyclone 250  2025 ,PKR 7.5 lacs,2025,1 km,Lahore
Hi Speed Infinity 150  2025 ,PKR 4.2 lacs,2025,1 km,Lahore
Suzuki GS 150  2025 ,PKR 3.93 lacs,2025,1 km,Rawalpindi
Hi Speed CDI SR-70CC EURO-2  2017 ,"PKR 45,000",2017,"1,000 km",Abbottabad
Suzuki GS 150 SE  2016 ,PKR 1.8 lacs,2016,"5,000 km",Islamabad
Honda CD 70  2021 ,PKR 1.3 lacs,2021,"40,000 km",Wah cantt
Yamaha YB 125Z   2017 ,PKR 2.4 lacs,2017,"5,000 km",Rawalpindi
Suzuki Bandit 1250S  2003 ,PKR 5.65 lacs,2003,"10,000 km",Islamabad
Honda CD 70  2018 ,"PKR 85,000",2018,"45,000 km",Lahore
United US 125 Euro II  2024 ,PKR 1.5 lacs,2024,"16,000 km",Gujrat
Honda CD 70  2024 ,PKR 1.37 lacs,2024,"2,400 km",Okara
Honda CG 125 Deluxe  2013 ,"PKR 65,000",2013,"50,000 km",Mian Wali
Honda CB 150F  2024 ,PKR 4.7 lacs,2024,"7,300 km",Lahore
Honda CD-100  2013 ,"PKR 60,000",2013,"20,000 km",Lahore
Honda CG 125  2022 ,PKR 1.8 lacs,2022,"13,000 km",Rawalpindi
Honda CD 100 Euro 2  2022 ,PKR 1.47 lacs,2022,"15,366 km",Multan
Honda CG 125  2016 ,PKR 1.45 lacs,2016,"10,000 km",Attock
Super Power SP 70  2019 ,"PKR 50,000",2019,"7,000 km",Karachi
Suzuki GS 150  2006 ,PKR 1.1 lacs,2006,"275,904 km",Karachi
Honda CB 150F  2025 ,PKR 5.1 lacs,2025,150 km,Lahore
Honda CD 70  2024 ,PKR 1.3 lacs,2024,"12,150 km",Multan
Super Power SP 70  2022 ,"PKR 80,000",2022,"16,000 km",Islamabad
Yamaha Other  2021 ,"PKR 70,000",2021,"2,500 km",Burewala
Super Star CD 70  2016 ,"PKR 55,000",2016,"50,000 km",Karachi
Honda CG 125  2018 ,PKR 1.35 lacs,2018,"10,000 km",Karachi
Suzuki GSX-R750  2013 ,PKR 32.25 lacs,2013,"31,000 km",Karachi
Road Prince 70 Passion Plus  2023 ,"PKR 69,000",2023,"15,000 km",Multan
Suzuki GS 150  2024 ,PKR 3.9 lacs,2024,"16,700 km",Karachi
Suzuki GD 110S  2025 ,PKR 3.63 lacs,2025,1 km,Rawalpindi
Suzuki GD 110S  2025 ,PKR 3.63 lacs,2025,1 km,Rawalpindi
Evee S1  2025 ,PKR 2.03 lacs,2025,1 km,Lahore
Evee Nisa  2025 ,PKR 1.58 lacs,2025,1 km,Lahore
Crown EV T10  2025 ,PKR 1.6 lacs,2025,1 km,Lahore
Metro Thrill  2025 ,PKR 1.95 lacs,2025,1 km,Lahore
Yamaha YBR 125G  2023 ,PKR 4.4 lacs,2023,"3,500 km",Abbottabad
Lectrix Scooty  2025 ,PKR 1.6 lacs,2025,1 km,Islamabad
Evee S1 Pro  2025 ,PKR 2.66 lacs,2025,1 km,Rawalpindi
Yamaha YB 125Z-DX  2025 ,PKR 4.54 lacs,2025,1 km,Rawalpindi
Super Star EV-1000W  2025 ,Call,2025,1 km,Rawalpindi
Road Prince Bella  2025 ,PKR 2.65 lacs,2025,1 km,Rawalpindi
Unique Xtreme UD 70  2013 ,"PKR 34,000",2013,"10,000 km",Karachi
United US 70  2019 ,"PKR 62,000",2019,"5,000 km",Faisalabad
Honda CG 125  2024 ,PKR 1.85 lacs,2024,"7,000 km",Gujranwala
United US 100  2015 ,"PKR 55,000",2015,"68,000 km",Lahore
Toyo 70cc  2017 ,"PKR 45,000",2017,"12,345 km",Gujranwala
Derbi ETX 150  2014 ,PKR 2.75 lacs,2014,"35,000 km",Islamabad
Honda CG 125  2023 ,PKR 2.8 lacs,2023,300 km,Lahore
Honda CG 125  2022 ,PKR 1.5 lacs,2022,"25,000 km",Lahore
Road Prince 70 Passion Plus  2017 ,"PKR 35,000",2017,"10,000 km",Multan
Union Star US 70cc  2024 ,"PKR 96,000",2024,"10,000 km",Rawalpindi
Yamaha Other  2024 ,PKR 3.5 lacs,2024,"6,600 km",Shahpur Saddar
Honda Pridor  2024 ,PKR 1.8 lacs,2024,"12,000 km",Karachi
BMW S1000RR  2018 ,PKR 3.9 lacs,2018,"10,000 km",Peshawar
Suzuki GR 150  2022 ,PKR 4.38 lacs,2022,"21,000 km",Karachi
Honda CD 70  2007 ,"PKR 35,000",2007,222 km,Gojra
Honda CD 70  2015 ,"PKR 75,000",2015,"41,000 km",Rawalpindi
Honda Road Master   1982 ,PKR 4 lacs,1982,"20,000 km",Karachi
Vespa  PIAGGIO  2017 ,PKR 4.5 lacs,2017,"10,000 km",Lahore
Honda CG 125  2021 ,PKR 1.6 lacs,2021,"12,345 km",Rawalpindi
Kawasaki Z1000  2014 ,PKR 33 lacs,2014,"17,000 km",Karachi
Honda Pridor  2022 ,PKR 1.45 lacs,2022,"39,000 km",Sahiwal
Honda CG 125  2024 ,PKR 2.7 lacs,2024,"5,000 km",Bhalwal
Lifan KPT 200  2024 ,PKR 10.75 lacs,2024,1 km,Lahore
Lifan V16S  2024 ,PKR 13.95 lacs,2024,1 km,Rawalpindi
Honda CD 70  2018 ,"PKR 85,000",2018,"100,000 km",Faisalabad
Harley Davidson Iron 883  2009 ,PKR 22.5 lacs,2009,"10,500 km",Lahore
Suzuki GR 150  2020 ,PKR 3.7 lacs,2020,"35,000 km",Karachi
Honda CG 125  2025 ,PKR 2.93 lacs,2025,4 km,Karachi
Suzuki GSX-R600  2014 ,PKR 36 lacs,2014,"14,080 km",Lahore
Honda CG 125 Special Edition  2020 ,PKR 1.85 lacs,2020,"28,000 km",Faisalabad
United US 125 Euro II  2021 ,PKR 1.1 lacs,2021,"21,000 km",Islamabad
NPTC Desire EV EZI GO  2025 ,PKR 1.99 lacs,2025,1 km,Rawalpindi
New Asia Ramza Yaari  2025 ,PKR 1.55 lacs,2025,1 km,Rawalpindi
New Asia Ramza F507  2025 ,PKR 2.5 lacs,2025,1 km,Rawalpindi
Honda EV S08  2025 ,PKR 3.25 lacs,2025,1 km,Islamabad
Huaguan Liza  2025 ,PKR 1.7 lacs,2025,1 km,Rawalpindi
Honda EV S08  2025 ,PKR 3.2 lacs,2025,1 km,Rawalpindi
Chinese Bikes OW Ninja 250cc  2020 ,PKR 4.95 lacs,2020,"6,700 km",Karachi
Road Prince RX3  2022 ,"PKR 65,000",2022,70 km,Lahore
Yamaha Royale YB 100  2002 ,"PKR 90,000",2002,1 km,Karachi
Honda CG 125  2019 ,PKR 1.35 lacs,2019,"5,000 km",Rawalpindi
Honda CG 125  2024 ,PKR 2.3 lacs,2024,"3,000 km",Rawalpindi
Honda CG 125  2022 ,PKR 1.9 lacs,2022,"11,920 km",Rawalpindi
Suzuki GR 150  2020 ,PKR 3.5 lacs,2020,"44,000 km",Faisalabad
Pak Hero RF 70  2013 ,"PKR 30,000",2013,"258,966 km",Karachi
Honda CG 125  2017 ,PKR 1.5 lacs,2017,"10,000 km",Kahuta
Honda Pridor  2022 ,PKR 1.8 lacs,2022,"40,000 km",Wah cantt
Pak Hero PH 70  2005 ,"PKR 34,000",2005,"50,000 km",Wah cantt
Honda Pridor  2013 ,"PKR 75,000",2013,"10,000 km",Sargodha
Honda CD 70  1997 ,"PKR 38,000",1997,"3,562 km",Karachi
Super Star CD 70  2017 ,"PKR 43,000",2017,"10,000 km",Sargodha
Honda CG 125  2004 ,"PKR 80,000",2004,"50,000 km",Haripur
Honda CD 70  2022 ,PKR 1 lacs,2022,"940,000 km",Pattoki
Honda CB 150F  2025 ,PKR 5.25 lacs,2025,1 km,Abbottabad
Honda CG 125 Dream  2014 ,"PKR 85,000",2014,"20,000 km",Lahore
Unique Xtreme UD 70  2014 ,"PKR 55,000",2014,"3,500 km",Wah cantt
Honda CG 125  2022 ,PKR 2 lacs,2022,"12,250 km",Rawalpindi
Honda CD 70  2011 ,"PKR 49,000",2011,"20,000 km",Islamabad
BMW S1000RR  2022 ,PKR 10 crore,2022,"1,600 km",Karachi
Honda CD 70  2022 ,PKR 1.25 lacs,2022,"30,000 km",Rawalpindi
Hi Speed Cyclone 250  2025 ,PKR 7.5 lacs,2025,1 km,Rawalpindi
Honda CD 70  2021 ,PKR 1.2 lacs,2021,"25,000 km",Multan
New Asia Ramza M8  2025 ,PKR 2.99 lacs,2025,1 km,Rawalpindi
Huaguan Lazer  2025 ,"PKR 98,000",2025,1 km,Rawalpindi
CF MOTO 250CL-X  2024 ,PKR 13.75 lacs,2024,85 km,Lahore
BMW F 700 GS  2014 ,PKR 33 lacs,2014,"10,500 km",Karachi
Jolta Electric JE-70D  2025 ,PKR 1.5 lacs,2025,2 km,Lahore
Pakzon Electric PE-70L  2025 ,PKR 2.26 lacs,2025,3 km,Lahore
Jolta Electric JE-70L  2025 ,PKR 2.26 lacs,2025,2 km,Lahore
Pakzon Electric PE-100L-SE  2025 ,PKR 2.78 lacs,2025,4 km,Lahore
Pakzon Electric PE-100L  2025 ,PKR 2.39 lacs,2025,1 km,Lahore
Jolta Electric JE-100L  2025 ,PKR 2.39 lacs,2025,5 km,Lahore
Jolta Electric Sparrow  2025 ,PKR 1.45 lacs,2025,2 km,Lahore
Jolta Electric Sparrow  2025 ,PKR 1.45 lacs,2025,3 km,Lahore
Honda CG 125  2025 ,PKR 2.31 lacs,2025,"2,200 km",Faisalabad
Yamaha  YZ125  2018 ,PKR 1.65 lacs,2018,"20,000 km",Hyderabad
Honda Pridor  2014 ,"PKR 80,000",2014,"12,010 km",Lahore
Honda CG 125  2024 ,PKR 2.12 lacs,2024,"1,200 km",Sialkot
Hi Speed Infinity 150  2025 ,Call,2025,1 km,Rawalpindi
Honda CG 125  2025 ,PKR 2.38 lacs,2025,"1,250 km",Nankana sahib
Hi Speed SR 200  2025 ,PKR 5.25 lacs,2025,1 km,Rawalpindi
Unique Xtreme UD 70  2024 ,"PKR 95,000",2024,"12,750 km",Karachi
Honda CG 125  2025 ,PKR 2.35 lacs,2025,450 km,Gujranwala
Yamaha YD-100 Junoon  2012 ,"PKR 35,000",2012,"15,000 km",Khanewal
Honda CD 70  2022 ,PKR 1.1 lacs,2022,"22,000 km",Lahore
United US 70  2017 ,"PKR 41,000",2017,"10,000 km",Lahore
Honda CG 125  2024 ,PKR 2.16 lacs,2024,"1,975 km",Khanewal
Honda CG 125  2022 ,PKR 1.65 lacs,2022,"35,000 km",Multan
Honda CD 70  2024 ,PKR 1.58 lacs,2024,"1,200 km",Rajana
Road Prince Other  2018 ,"PKR 40,000",2018,"10,000 km",Taxila
Honda CG 125  2025 ,PKR 2.25 lacs,2025,"1,000 km",Mian Wali
Super Power SP 150 Archi  2021 ,PKR 3.4 lacs,2021,"16,000 km",Kohat
Honda CD 70  2009 ,"PKR 42,000",2009,"40,000 km",Sialkot
United US 70  2019 ,"PKR 55,000",2019,"10,000 km",Multan
Road Prince Other  2014 ,"PKR 25,000",2014,"45,000 km",Faisalabad
Honda CD 70  2022 ,PKR 1.2 lacs,2022,"15,000 km",Faisalabad
Honda CG 125  2021 ,PKR 1.48 lacs,2021,"11,000 km",Sialkot
Honda CD 70  2021 ,PKR 1 lacs,2021,"35,250 km",Lahore
Chinese Bikes 70  2022 ,PKR 1 lacs,2022,"105,000 km",Lahore
Jolta Electric Neo Pro  2025 ,PKR 1.8 lacs,2025,3 km,Lahore
Jolta Electric Storm Pro  2025 ,PKR 1.75 lacs,2025,1 km,Lahore
Jolta Electric Storm  2025 ,PKR 1.65 lacs,2025,2 km,Lahore
Jolta Electric Sparrow  2025 ,PKR 1.45 lacs,2025,1 km,Lahore
Jolta Electric Storm  2025 ,PKR 1.65 lacs,2025,3 km,Lahore
Jolta Electric Storm  2025 ,PKR 1.65 lacs,2025,1 km,Lahore
Jolta Electric Storm  2025 ,PKR 1.65 lacs,2025,3 km,Lahore
Jolta Electric Storm  2025 ,PKR 1.65 lacs,2025,3 km,Lahore
Jolta Electric Neo  2025 ,PKR 1.75 lacs,2025,3 km,Lahore
Jolta Electric Neo  2025 ,PKR 1.75 lacs,2025,4 km,Lahore
Jolta Electric Neo  2025 ,PKR 1.75 lacs,2025,3 km,Lahore
Jolta Electric Aero  2025 ,PKR 2.64 lacs,2025,3 km,Lahore
Honda CD 70  2021 ,"PKR 65,000",2021,"10,000 km",Karachi
Super Power SP 70  2019 ,"PKR 50,000",2019,"10,000 km",Karachi
Honda CD 70  2007 ,"PKR 55,000",2007,"40,000 km",Khanewal
Pak Hero RF 70  2011 ,"PKR 35,000",2011,"38,000 km",Faisalabad
Honda CG 125  2024 ,PKR 2.55 lacs,2024,"10,000 km",Faisalabad
United US 70  2022 ,"PKR 78,000",2022,"9,000 km",Rawalpindi
Union Star US 70cc  2024 ,"PKR 95,000",2024,"3,673 km",Karachi
Honda CG 125  2015 ,"PKR 88,000",2015,"11,000 km",Sialkot
Road Prince 70 Passion Plus  2019 ,"PKR 45,000",2019,"1,230 km",Islamabad
New Asia Ramza Yaari  2021 ,PKR 1.5 lacs,2021,1 km,Lahore
Super Star CD 70  2020 ,"PKR 70,000",2020,"5,000 km",Karachi
Honda CG 125  2022 ,PKR 1.95 lacs,2022,"7,000 km",Gujrat
Honda CD 70  2012 ,"PKR 75,000",2012,"20,000 km",Rawalpindi
Honda CG 125  2024 ,PKR 2 lacs,2024,"10,000 km",Pir mahal
Honda CG 125  2008 ,"PKR 90,000",2008,"20,000 km",Lahore
Super Power SP 70  2019 ,"PKR 55,000",2019,"20,000 km",Karachi
United US 70  2024 ,"PKR 82,000",2024,"10,450 km",Gujranwala
Express E-70  2020 ,"PKR 50,000",2020,60 km,Lahore
Suzuki GD 110S  2017 ,PKR 1.7 lacs,2017,"30,000 km",Multan
Honda CG 125  2015 ,"PKR 95,000",2015,"15,000 km",Sargodha
Super Power SP 70  2015 ,"PKR 28,000",2015,"2,140 km",Muzaffarabad
Honda CD 70  1992 ,"PKR 33,000",1992,"10,000 km",Karachi
Road Prince Other  2019 ,"PKR 40,000",2019,78 km,Lahore
Honda CB 125F  2021 ,PKR 2.75 lacs,2021,"20,000 km",Swabi
Honda CD 70 Dream  2022 ,PKR 1.1 lacs,2022,"12,000 km",Faisalabad
Jolta Electric Aero Pro  2025 ,PKR 3.1 lacs,2025,3 km,Lahore
Jolta Electric JE-70G  2025 ,PKR 1.71 lacs,2025,2 km,Lahore
Jolta Electric JE-100D  2025 ,PKR 1.86 lacs,2025,3 km,Lahore
Evee S1 Air  2025 ,PKR 2.79 lacs,2025,1 km,Lahore
Evee Gen-Z  2025 ,PKR 1.77 lacs,2025,1 km,Lahore
CF MOTO 450MT  2025 ,PKR 26.5 lacs,2025,"2,500 km",Karachi
Triumph Tiger  2012 ,PKR 32 lacs,2012,"65,000 km",Islamabad
Suzuki GR 150  2024 ,PKR 4.8 lacs,2024,"7,500 km",Lahore
Suzuki GR 150  2018 ,PKR 2.8 lacs,2018,"42,500 km",Faisalabad
Harley Davidson Fat Bob  2014 ,Call,2014,"16,836 km",Lahore
BMW R 1200 GS Adventure  2015 ,PKR 75 lacs,2015,"38,700 km",Rawalpindi
Honda CG 125  2015 ,PKR 1.3 lacs,2015,"75,000 km",Lahore
Yamaha YBR 125G  2020 ,PKR 2.7 lacs,2020,"20,000 km",Karachi
